"","second","amplitude","pair","player","session"
"16621",89.55,0.0471276175770225,"06","2","2"
"16622",89.7,0.0153399187565429,"06","2","2"
"16623",89.85,0.00361442650161065,"06","2","2"
"16624",90,0.00183348401708265,"06","2","2"
"16625",90.15,0.176462498101904,"06","2","2"
"16626",90.3,0.059617958722022,"06","2","2"
"16627",90.45,0.019326983810162,"06","2","2"
"16628",90.6,0.00553429391028835,"06","2","2"
"16629",90.75,0.00112325341692176,"06","2","2"
"16630",90.9,0.123244865864153,"06","2","2"
"16631",91.05,0.0337537864418169,"06","2","2"
"16632",91.2,0.00703093519882267,"06","2","2"
"16633",91.35,0.00271846914863999,"06","2","2"
"16634",91.5,0.00072106080151794,"06","2","2"
"16635",91.65,0.000502264358648446,"06","2","2"
"16636",91.8,0.108526828358308,"06","2","2"
"16637",91.95,0.0201436564956407,"06","2","2"
"16638",92.1,0.0922388397982135,"06","2","2"
"16639",92.25,0.0223841027938196,"06","2","2"
"16640",92.4,0.00531373339470936,"06","2","2"
"16641",92.55,0.370222684149069,"06","2","2"
"16642",92.7,0.172384624132733,"06","2","2"
"16643",92.85,0.0536925445501566,"06","2","2"
"16644",93,0.0169541268634068,"06","2","2"
"16645",93.15,0.00593252287598948,"06","2","2"
"16646",93.3,0.00140932249965827,"06","2","2"
"16647",93.45,0.000457700327173838,"06","2","2"
"16648",93.6,0.000139196704252963,"06","2","2"
"16649",93.75,0.000194749262664642,"06","2","2"
"16650",93.9,0.000194971428159244,"06","2","2"
"16651",94.05,0.00023039740912662,"06","2","2"
"16652",94.2,0.000310545846676415,"06","2","2"
"16653",94.35,0.000527031743793542,"06","2","2"
"16654",94.5,0.0721191942883891,"06","2","2"
"16655",94.65,0.0202219637046917,"06","2","2"
"16656",94.8,0.000455666123553036,"06","2","2"
"16657",94.95,0.0998941347678158,"06","2","2"
"16658",95.1,0.0198879484362565,"06","2","2"
"16659",95.25,0.18783345249364,"06","2","2"
"16660",95.4,0.0562703175776622,"06","2","2"
"16661",95.55,0.0110130110682487,"06","2","2"
"16662",95.7,0.114748686154913,"06","2","2"
"16663",95.85,0.0247519583779857,"06","2","2"
"16664",96,0.00511504891838769,"06","2","2"
"16665",96.15,0.180982716346522,"06","2","2"
"16666",96.3,0.0624509554448087,"06","2","2"
"16667",96.45,0.0201820243117348,"06","2","2"
"16668",96.6,0.00661606430439963,"06","2","2"
"16669",96.75,0.00189076366760828,"06","2","2"
"16670",96.9,0.000470799414706673,"06","2","2"
"16671",97.05,0.000108871919353426,"06","2","2"
"16672",97.2,2.68899609294953e-05,"06","2","2"
"16673",97.35,4.27282134028016e-05,"06","2","2"
"16674",97.5,0.000102433350227525,"06","2","2"
"16675",97.65,0.000381853956535825,"06","2","2"
"16676",97.8,0.0966078582148489,"06","2","2"
"16677",97.95,0.0203166180486949,"06","2","2"
"16678",98.1,0.242125911481135,"06","2","2"
"16679",98.25,0.0494545577068113,"06","2","2"
"16680",98.4,0.00981247042889621,"06","2","2"
"16681",98.55,0.0821515846454532,"06","2","2"
"16682",98.7,0.0193622461048806,"06","2","2"
"16683",98.85,0.234120213566081,"06","2","2"
"16684",99,0.0428192246462116,"06","2","2"
"16685",99.15,0.00966797024229373,"06","2","2"
"16686",99.3,0.00227788677111167,"06","2","2"
"16687",99.45,0.171326656226153,"06","2","2"
"16688",99.6,0.0584084462944965,"06","2","2"
"16689",99.75,0.0178485071813559,"06","2","2"
"16690",99.9,0.00621259289515718,"06","2","2"
"16691",100.05,0.00172003759262121,"06","2","2"
"16692",100.2,0.000660599063202334,"06","2","2"
"16693",100.35,0.000102854506544975,"06","2","2"
"16694",100.5,7.98173143907872e-05,"06","2","2"
"16695",100.65,6.51464427937494e-05,"06","2","2"
"16696",100.8,5.89645341082039e-05,"06","2","2"
"16697",100.95,5.30165525337311e-05,"06","2","2"
"16698",101.1,4.54894836721988e-05,"06","2","2"
"16699",101.25,3.8545548819895e-05,"06","2","2"
"16700",101.4,3.09787007526105e-05,"06","2","2"
"16701",101.55,2.28334107092978e-05,"06","2","2"
"16702",101.7,1.31247301885518e-05,"06","2","2"
"16703",101.85,1.61210729035521e-06,"06","2","2"
"16704",102,1.34155964220152e-05,"06","2","2"
"16705",102.15,3.35591539488362e-05,"06","2","2"
"16706",102.3,6.4017611084999e-05,"06","2","2"
"16707",102.45,0.000120913025288066,"06","2","2"
"16708",102.6,0.147551700177929,"06","2","2"
"16709",102.75,0.150199084641541,"06","2","2"
"16710",102.9,0.0409798544370542,"06","2","2"
"16711",103.05,0.134141220258069,"06","2","2"
"16712",103.2,0.0438417668800401,"06","2","2"
"16713",103.35,0.00799555092188623,"06","2","2"
"16714",103.5,0.206612206413909,"06","2","2"
"16715",103.65,0.0683287282144364,"06","2","2"
"16716",103.8,0.285485513741522,"06","2","2"
"16717",103.95,0.122812179583971,"06","2","2"
"16718",104.1,0.0361800371017227,"06","2","2"
"16719",104.25,0.142712995589427,"06","2","2"
"16720",104.4,0.0476637440812399,"06","2","2"
"16721",104.55,0.0114201448901364,"06","2","2"
"16722",104.7,0.00350082444335988,"06","2","2"
"16723",104.85,0.000958177336737251,"06","2","2"
"16724",105,0.000169510468953199,"06","2","2"
"16725",105.15,0.000195001691391812,"06","2","2"
"16726",105.3,0.000174645301864186,"06","2","2"
"16727",105.45,0.000185493547294291,"06","2","2"
"16728",105.6,0.000183337438971604,"06","2","2"
"16729",105.75,0.000154973750987591,"06","2","2"
"16730",105.9,0.208563155924628,"06","2","2"
"16731",106.05,0.0463485794123787,"06","2","2"
"16732",106.2,0.00854084428649037,"06","2","2"
"16733",106.35,0.0351785072648959,"06","2","2"
"16734",106.5,0.00491947128125428,"06","2","2"
"16735",106.65,0.0892072102258255,"06","2","2"
"16736",106.8,0.023511171944225,"06","2","2"
"16737",106.95,0.00939330693173039,"06","2","2"
"16738",107.1,0.0214079348542131,"06","2","2"
"16739",107.25,0.00820734658612953,"06","2","2"
"16740",107.4,0.0258166136200838,"06","2","2"
"16741",107.55,0.0846243736200386,"06","2","2"
"16742",107.7,0.0238451214257953,"06","2","2"
"16743",107.85,0.00916855720056745,"06","2","2"
"16744",108,0.00451749415460754,"06","2","2"
"16745",108.15,0.000476195357414736,"06","2","2"
"16746",108.3,0.00074352600572785,"06","2","2"
"16747",108.45,0.00048082790256435,"06","2","2"
"16748",108.6,0.000497031484573958,"06","2","2"
"16749",108.75,0.00023566522074163,"06","2","2"
"16750",108.9,5.60055129865608e-05,"06","2","2"
"16751",109.05,6.26659473946661e-05,"06","2","2"
"16752",109.2,5.99649995924297e-05,"06","2","2"
"16753",109.35,5.76670966563539e-05,"06","2","2"
"16754",109.5,5.66284010066823e-05,"06","2","2"
"16755",109.65,5.75850697416367e-05,"06","2","2"
"16756",109.8,6.11816205140121e-05,"06","2","2"
"16757",109.95,6.95181283507547e-05,"06","2","2"
"16758",110.1,9.60241441723816e-05,"06","2","2"
"16759",110.25,0.28735738923389,"06","2","2"
"16760",110.4,0.132371303005789,"06","2","2"
"16761",110.55,0.040621795562687,"06","2","2"
"16762",110.7,0.143251988248824,"06","2","2"
"16763",110.85,0.0420536410726245,"06","2","2"
"16764",111,0.00752827732605866,"06","2","2"
"16765",111.15,0.00140063907489191,"06","2","2"
"16766",111.3,0.000239983858598832,"06","2","2"
"16767",111.45,4.3095432153186e-05,"06","2","2"
"16768",111.6,2.0441638877421e-05,"06","2","2"
"16769",111.75,9.48461797628313e-06,"06","2","2"
"16770",111.9,5.94684448694885e-06,"06","2","2"
"16771",112.05,5.10685418229685e-05,"06","2","2"
"16772",112.2,0.000277471420271617,"06","2","2"
"16773",112.35,0.132968933425425,"06","2","2"
"16774",112.5,0.0331948847141797,"06","2","2"
"16775",112.65,0.169115790425722,"06","2","2"
"16776",112.8,0.0444974773649827,"06","2","2"
"16777",112.95,0.00864817809216524,"06","2","2"
"16778",113.1,0.040048758490963,"06","2","2"
"16779",113.25,0.00784747051752844,"06","2","2"
"16780",113.4,0.00300989963826428,"06","2","2"
"16781",113.55,0.0588511428702264,"06","2","2"
"16782",113.7,0.0124433052126293,"06","2","2"
"16783",113.85,0.00355156927912712,"06","2","2"
"16784",114,0.297157202242787,"06","2","2"
"16785",114.15,0.104608446917138,"06","2","2"
"16786",114.3,0.0326617097551528,"06","2","2"
"16787",114.45,0.00995733618821828,"06","2","2"
"16788",114.6,0.0026386102589441,"06","2","2"
"16789",114.75,0.000501482542982114,"06","2","2"
"16790",114.9,0.000111925701094251,"06","2","2"
"16791",115.05,1.23825450301442e-05,"06","2","2"
"16792",115.2,9.73186264792078e-06,"06","2","2"
"16793",115.35,4.79031648326078e-06,"06","2","2"
"16794",115.5,1.21817255922764e-06,"06","2","2"
"16795",115.65,1.43171725276031e-06,"06","2","2"
"16796",115.8,3.98206361114373e-06,"06","2","2"
"16797",115.95,6.16242460986516e-06,"06","2","2"
"16798",116.1,8.4309308209865e-06,"06","2","2"
"16799",116.25,1.0607060739732e-05,"06","2","2"
"16800",116.4,1.29432499633361e-05,"06","2","2"
"16801",116.55,1.54117311829093e-05,"06","2","2"
"16802",116.7,1.80956897461787e-05,"06","2","2"
"16803",116.85,2.11653819463115e-05,"06","2","2"
"16804",117,2.45466311288699e-05,"06","2","2"
"16805",117.15,2.86856986931696e-05,"06","2","2"
"16806",117.3,3.33667395967623e-05,"06","2","2"
"16807",117.45,3.94953404665691e-05,"06","2","2"
"16808",117.6,4.68105401307192e-05,"06","2","2"
"16809",117.75,5.72469923952011e-05,"06","2","2"
"16810",117.9,7.11810407739225e-05,"06","2","2"
"16811",118.05,9.45100714386145e-05,"06","2","2"
"16812",118.2,0.000136347232549889,"06","2","2"
"16813",118.35,0.0002664439243052,"06","2","2"
"16814",118.5,0.137015025949809,"06","2","2"
"16815",118.65,0.0291552689785399,"06","2","2"
"16816",118.8,0.0560209922040434,"06","2","2"
"16817",118.95,0.012583488424924,"06","2","2"
"16818",119.1,0.00216621227262224,"06","2","2"
"16819",119.25,0.0988988594264701,"06","2","2"
"16820",119.4,0.0258800164497543,"06","2","2"
"16821",119.55,0.00466773016090199,"06","2","2"
"16822",119.7,0.203262666170779,"06","2","2"
"16823",119.85,0.0638588367885653,"06","2","2"
"16824",120,0.0146083094686914,"06","2","2"
"16825",15,0.0655799609938551,"07","1","1"
"16826",15.15,0.0194102969951954,"07","1","1"
"16827",15.3,0.00487626848367606,"07","1","1"
"16828",15.45,0.000182609879724251,"07","1","1"
"16829",15.6,0.000391171347953111,"07","1","1"
"16830",15.75,0.000292921371326401,"07","1","1"
"16831",15.9,0.125398230956854,"07","1","1"
"16832",16.05,0.0296100230372427,"07","1","1"
"16833",16.2,0.00590073662205813,"07","1","1"
"16834",16.35,0.134043546722709,"07","1","1"
"16835",16.5,0.0464079698467512,"07","1","1"
"16836",16.65,0.0132098037201,"07","1","1"
"16837",16.8,0.252916764493192,"07","1","1"
"16838",16.95,0.112711156461679,"07","1","1"
"16839",17.1,0.0264753681139392,"07","1","1"
"16840",17.25,0.00572296661603646,"07","1","1"
"16841",17.4,0.0010549239445467,"07","1","1"
"16842",17.55,0.000186078599621707,"07","1","1"
"16843",17.7,0.00069060496151339,"07","1","1"
"16844",17.85,0.0525279292572017,"07","1","1"
"16845",18,0.0137846456527783,"07","1","1"
"16846",18.15,0.00206800492690077,"07","1","1"
"16847",18.3,0.200873394610403,"07","1","1"
"16848",18.45,0.0686121775146599,"07","1","1"
"16849",18.6,0.0146575851629151,"07","1","1"
"16850",18.75,0.202967419326908,"07","1","1"
"16851",18.9,0.0634548132569538,"07","1","1"
"16852",19.05,0.0136632546573918,"07","1","1"
"16853",19.2,0.00272945814733523,"07","1","1"
"16854",19.35,0.000389218998439998,"07","1","1"
"16855",19.5,4.3766611467716e-05,"07","1","1"
"16856",19.65,0.294732368392113,"07","1","1"
"16857",19.8,0.110571300507258,"07","1","1"
"16858",19.95,0.02481410003012,"07","1","1"
"16859",20.1,0.0982455865555682,"07","1","1"
"16860",20.25,0.0237836431924311,"07","1","1"
"16861",20.4,0.00449095124520592,"07","1","1"
"16862",20.55,0.125416636365269,"07","1","1"
"16863",20.7,0.0385954853700272,"07","1","1"
"16864",20.85,0.00716288570375998,"07","1","1"
"16865",21,0.00128313996437513,"07","1","1"
"16866",21.15,0.000146651704236691,"07","1","1"
"16867",21.3,6.29352549776961e-05,"07","1","1"
"16868",21.45,0.000262752054341808,"07","1","1"
"16869",21.6,0.0829245341725476,"07","1","1"
"16870",21.75,0.0207999403595604,"07","1","1"
"16871",21.9,0.00365181230971073,"07","1","1"
"16872",22.05,0.295055362276458,"07","1","1"
"16873",22.2,0.116059214812913,"07","1","1"
"16874",22.35,0.0255454874013123,"07","1","1"
"16875",22.5,0.269851420924382,"07","1","1"
"16876",22.65,0.120288925323501,"07","1","1"
"16877",22.8,0.0272211228906213,"07","1","1"
"16878",22.95,0.00533176532779751,"07","1","1"
"16879",23.1,0.000899477668518037,"07","1","1"
"16880",23.25,8.95165962664176e-05,"07","1","1"
"16881",23.4,0.00100785490689567,"07","1","1"
"16882",23.55,0.0500841384574412,"07","1","1"
"16883",23.7,0.0121559621238071,"07","1","1"
"16884",23.85,0.00237058731233969,"07","1","1"
"16885",24,0.000447560067541235,"07","1","1"
"16886",24.15,0.285057241661131,"07","1","1"
"16887",24.3,0.110932257967753,"07","1","1"
"16888",24.45,0.0240576407509922,"07","1","1"
"16889",24.6,0.192586951986065,"07","1","1"
"16890",24.75,0.0531542868643802,"07","1","1"
"16891",24.9,0.0107229924683884,"07","1","1"
"16892",25.05,0.00205655553484046,"07","1","1"
"16893",25.2,0.000283163693183349,"07","1","1"
"16894",25.35,8.31419691898995e-05,"07","1","1"
"16895",25.5,0.000175369597426131,"07","1","1"
"16896",25.65,0.0226845211627009,"07","1","1"
"16897",25.8,0.0305052763972802,"07","1","1"
"16898",25.95,0.00628626245246213,"07","1","1"
"16899",26.1,0.000715577199984034,"07","1","1"
"16900",26.25,0.0639805267729999,"07","1","1"
"16901",26.4,0.0162083966337457,"07","1","1"
"16902",26.55,0.00419087084449932,"07","1","1"
"16903",26.7,0.07378904597398,"07","1","1"
"16904",26.85,0.0175376968546977,"07","1","1"
"16905",27,0.00444251479199812,"07","1","1"
"16906",27.15,0.000321565999163496,"07","1","1"
"16907",27.3,0.000152531957924268,"07","1","1"
"16908",27.45,3.71708600236109e-05,"07","1","1"
"16909",27.6,6.49509485091317e-05,"07","1","1"
"16910",27.75,0.000137451447801348,"07","1","1"
"16911",27.9,0.00065447100188643,"07","1","1"
"16912",28.05,0.0648380087996589,"07","1","1"
"16913",28.2,0.0142340414212204,"07","1","1"
"16914",28.35,0.00228797595272262,"07","1","1"
"16915",28.5,0.143670148438531,"07","1","1"
"16916",28.65,0.0410703619023974,"07","1","1"
"16917",28.8,0.0091446974344194,"07","1","1"
"16918",28.95,0.13094336748287,"07","1","1"
"16919",29.1,0.0487091596736417,"07","1","1"
"16920",29.25,0.00869116149194287,"07","1","1"
"16921",29.4,0.00230274716171891,"07","1","1"
"16922",29.55,0.000270109680618686,"07","1","1"
"16923",29.7,0.000260549016184703,"07","1","1"
"16924",29.85,0.000427528646778842,"07","1","1"
"16925",30,0.0479222377478087,"07","1","1"
"16926",30.15,0.0110384580200137,"07","1","1"
"16927",30.3,0.00496205019170553,"07","1","1"
"16928",30.45,0.000654144539423903,"07","1","1"
"16929",30.6,0.0592366796082242,"07","1","1"
"16930",30.75,0.0151560275616782,"07","1","1"
"16931",30.9,0.00407480955892243,"07","1","1"
"16932",31.05,0.0392851214014706,"07","1","1"
"16933",31.2,0.0113794718146603,"07","1","1"
"16934",31.35,0.00249995469123583,"07","1","1"
"16935",31.5,0.000723601423159556,"07","1","1"
"16936",31.65,0.000233883665984683,"07","1","1"
"16937",31.8,0.000291539010684541,"07","1","1"
"16938",31.95,0.000339524494144664,"07","1","1"
"16939",32.1,0.000496576589703232,"07","1","1"
"16940",32.25,0.0842584945859444,"07","1","1"
"16941",32.4,0.0190161709294878,"07","1","1"
"16942",32.55,0.135467176221112,"07","1","1"
"16943",32.7,0.0592190397965709,"07","1","1"
"16944",32.85,0.00794360178016182,"07","1","1"
"16945",33,0.000844028931925037,"07","1","1"
"16946",33.15,0.00086550761956988,"07","1","1"
"16947",33.3,0.000186810446566645,"07","1","1"
"16948",33.45,3.447950782192e-05,"07","1","1"
"16949",33.6,2.2674229227371e-05,"07","1","1"
"16950",33.75,6.85613557016691e-05,"07","1","1"
"16951",33.9,0.000156839884714086,"07","1","1"
"16952",34.05,0.000450829798829342,"07","1","1"
"16953",34.2,0.0296112136316985,"07","1","1"
"16954",34.35,0.00834754585492958,"07","1","1"
"16955",34.5,0.00236932493438193,"07","1","1"
"16956",34.65,0.0731172967968436,"07","1","1"
"16957",34.8,0.0223618337636577,"07","1","1"
"16958",34.95,0.00398523757073725,"07","1","1"
"16959",35.1,0.00170985979272532,"07","1","1"
"16960",35.25,0.057928840643551,"07","1","1"
"16961",35.4,0.0127893905837385,"07","1","1"
"16962",35.55,0.00297182098660613,"07","1","1"
"16963",35.7,0.000767951583218645,"07","1","1"
"16964",35.85,0.000132234381191544,"07","1","1"
"16965",36,0.000175130002591217,"07","1","1"
"16966",36.15,0.000425010673847058,"07","1","1"
"16967",36.3,0.0352724559020616,"07","1","1"
"16968",36.45,0.0113623355404512,"07","1","1"
"16969",36.6,0.0036074958524546,"07","1","1"
"16970",36.75,0.0990085180891483,"07","1","1"
"16971",36.9,0.0486032346613579,"07","1","1"
"16972",37.05,0.0100358153268334,"07","1","1"
"16973",37.2,0.00167290934908972,"07","1","1"
"16974",37.35,0.106305567085987,"07","1","1"
"16975",37.5,0.0421702280588113,"07","1","1"
"16976",37.65,0.00901289154071976,"07","1","1"
"16977",37.8,0.00233524292098781,"07","1","1"
"16978",37.95,0.000531715723065179,"07","1","1"
"16979",38.1,6.8706581182616e-05,"07","1","1"
"16980",38.25,0.000186963523703155,"07","1","1"
"16981",38.4,0.000346864506430462,"07","1","1"
"16982",38.55,0.0392491629454515,"07","1","1"
"16983",38.7,0.00906291618350844,"07","1","1"
"16984",38.85,0.00368084793761706,"07","1","1"
"16985",39,0.000358231404844943,"07","1","1"
"16986",39.15,0.073226321310511,"07","1","1"
"16987",39.3,0.0225465235290547,"07","1","1"
"16988",39.45,0.00737257608849538,"07","1","1"
"16989",39.6,0.00183700333001472,"07","1","1"
"16990",39.75,0.0989398070780286,"07","1","1"
"16991",39.9,0.0284475501426271,"07","1","1"
"16992",40.05,0.00775058734841904,"07","1","1"
"16993",40.2,0.00271003551932654,"07","1","1"
"16994",40.35,0.000264427213849555,"07","1","1"
"16995",40.5,0.00024071319163918,"07","1","1"
"16996",40.65,1.15735521789775e-05,"07","1","1"
"16997",40.8,2.75344501514552e-05,"07","1","1"
"16998",40.95,3.435204847789e-05,"07","1","1"
"16999",41.1,3.11688108158293e-05,"07","1","1"
"17000",41.25,4.05859000957658e-06,"07","1","1"
"17001",41.4,0.00113795293922456,"07","1","1"
"17002",41.55,0.0446019031062331,"07","1","1"
"17003",41.7,0.00821352401879256,"07","1","1"
"17004",41.85,0.00118537865752779,"07","1","1"
"17005",42,0.000186784175968937,"07","1","1"
"17006",42.15,0.000116684888518098,"07","1","1"
"17007",42.3,7.41224925817159e-05,"07","1","1"
"17008",42.45,8.20835446106402e-05,"07","1","1"
"17009",42.6,0.0609671158580962,"07","1","1"
"17010",42.75,0.0135141537604385,"07","1","1"
"17011",42.9,0.0456375437591867,"07","1","1"
"17012",43.05,0.00922489074799493,"07","1","1"
"17013",43.2,0.00200270355507293,"07","1","1"
"17014",43.35,0.000114489145157743,"07","1","1"
"17015",43.5,0.00037031089312999,"07","1","1"
"17016",43.65,0.000492504468098974,"07","1","1"
"17017",43.8,0.000802622895105072,"07","1","1"
"17018",43.95,0.0387892717616459,"07","1","1"
"17019",44.1,0.00864883311265956,"07","1","1"
"17020",44.25,0.000745092665899479,"07","1","1"
"17021",44.4,0.00191306058932683,"07","1","1"
"17022",44.55,0.000456646450753252,"07","1","1"
"17023",44.7,0.000134586438126587,"07","1","1"
"17024",44.85,0.000444901474944959,"07","1","1"
"17025",45,0.00085033985765996,"07","1","1"
"17026",45.15,0.0325014470624647,"07","1","1"
"17027",45.3,0.0106054202793295,"07","1","1"
"17028",45.45,0.0419814469824095,"07","1","1"
"17029",45.6,0.00891428763452802,"07","1","1"
"17030",45.75,0.00251972579655735,"07","1","1"
"17031",45.9,0.000529186648566603,"07","1","1"
"17032",46.05,0.000435888992883816,"07","1","1"
"17033",46.2,6.51203919102772e-05,"07","1","1"
"17034",46.35,0.000342567060752102,"07","1","1"
"17035",46.5,0.102498782608631,"07","1","1"
"17036",46.65,0.0228446449872264,"07","1","1"
"17037",46.8,0.00390394463774247,"07","1","1"
"17038",46.95,0.00203510056040645,"07","1","1"
"17039",47.1,0.000557872082185987,"07","1","1"
"17040",47.25,0.000454959663807537,"07","1","1"
"17041",47.4,7.095317710433e-05,"07","1","1"
"17042",47.55,8.01401291688312e-06,"07","1","1"
"17043",47.7,1.91429051768489e-05,"07","1","1"
"17044",47.85,3.62751169633818e-05,"07","1","1"
"17045",48,4.06802275332104e-05,"07","1","1"
"17046",48.15,3.11916710329106e-06,"07","1","1"
"17047",48.3,0.0942337516144515,"07","1","1"
"17048",48.45,0.0242586976076321,"07","1","1"
"17049",48.6,0.00500235977444947,"07","1","1"
"17050",48.75,0.000846962520882363,"07","1","1"
"17051",48.9,0.000147293757235625,"07","1","1"
"17052",49.05,0.000302975541193301,"07","1","1"
"17053",49.2,0.00036628389949586,"07","1","1"
"17054",49.35,0.000487311475291626,"07","1","1"
"17055",49.5,0.000794144951165675,"07","1","1"
"17056",49.65,0.0382098602774309,"07","1","1"
"17057",49.8,0.00916257593576881,"07","1","1"
"17058",49.95,0.000214741024021923,"07","1","1"
"17059",50.1,0.00205926209175566,"07","1","1"
"17060",50.25,0.000636022356461487,"07","1","1"
"17061",50.4,0.000713398910525962,"07","1","1"
"17062",50.55,0.0264168497313428,"07","1","1"
"17063",50.7,0.00393103281728773,"07","1","1"
"17064",50.85,0.00121828053811479,"07","1","1"
"17065",51,0.00101133172885847,"07","1","1"
"17066",51.15,0.000620079749720354,"07","1","1"
"17067",51.3,0.000747792999753729,"07","1","1"
"17068",51.45,0.00132424749950041,"07","1","1"
"17069",51.6,0.0273812675080317,"07","1","1"
"17070",51.75,0.0409556816711151,"07","1","1"
"17071",51.9,0.028899341317608,"07","1","1"
"17072",52.05,0.0847032252909189,"07","1","1"
"17073",52.2,0.0206109010713853,"07","1","1"
"17074",52.35,0.0690953741877773,"07","1","1"
"17075",52.5,0.0691822919599981,"07","1","1"
"17076",52.65,0.0359589863706953,"07","1","1"
"17077",52.8,0.0279464826289308,"07","1","1"
"17078",52.95,0.0234665509153446,"07","1","1"
"17079",53.1,0.0177970868732461,"07","1","1"
"17080",53.25,0.0165757748668764,"07","1","1"
"17081",53.4,0.0137392630761148,"07","1","1"
"17082",53.55,0.0263528626892845,"07","1","1"
"17083",53.7,0.0314784673282563,"07","1","1"
"17084",53.85,0.0257572435142781,"07","1","1"
"17085",54,0.0750564628069247,"07","1","1"
"17086",54.15,0.0129189720636849,"07","1","1"
"17087",54.3,0.0220671090131587,"07","1","1"
"17088",54.45,0.0384986870198954,"07","1","1"
"17089",54.6,0.0360548633854596,"07","1","1"
"17090",54.75,0.0553988517715537,"07","1","1"
"17091",54.9,0.0607776044259521,"07","1","1"
"17092",55.05,0.0593501797152917,"07","1","1"
"17093",55.2,0.0145680673134264,"07","1","1"
"17094",55.35,0.027855336362973,"07","1","1"
"17095",55.5,0.0417813956556781,"07","1","1"
"17096",55.65,0.0350158898523087,"07","1","1"
"17097",55.8,0.0295387180933768,"07","1","1"
"17098",55.95,0.0202251023272518,"07","1","1"
"17099",56.1,0.00227345779929846,"07","1","1"
"17100",56.25,0.00129832269685436,"07","1","1"
"17101",56.4,0.00115404523004822,"07","1","1"
"17102",56.55,0.0014622634349016,"07","1","1"
"17103",56.7,0.00273986401481498,"07","1","1"
"17104",56.85,0.0786000096167504,"07","1","1"
"17105",57,0.310760855949882,"07","1","1"
"17106",57.15,0.119495179481552,"07","1","1"
"17107",57.3,0.142873394060726,"07","1","1"
"17108",57.45,0.213784402152917,"07","1","1"
"17109",57.6,0.231551910104083,"07","1","1"
"17110",57.75,0.256892589169026,"07","1","1"
"17111",57.9,0.165606999186539,"07","1","1"
"17112",58.05,0.242482686597134,"07","1","1"
"17113",58.2,0.124962928944109,"07","1","1"
"17114",58.35,0.0605744550428803,"07","1","1"
"17115",58.5,0.102714047096986,"07","1","1"
"17116",58.65,0.0717490989471089,"07","1","1"
"17117",58.8,0.0874817560083157,"07","1","1"
"17118",58.95,0.0620800522612767,"07","1","1"
"17119",59.1,0.0585543160971342,"07","1","1"
"17120",59.25,0.0498790803373525,"07","1","1"
"17121",59.4,0.0804703094887145,"07","1","1"
"17122",59.55,0.0909340496817284,"07","1","1"
"17123",59.7,0.0241339522366688,"07","1","1"
"17124",59.85,0.00332002291839865,"07","1","1"
"17125",60,0.0015238683054394,"07","1","1"
"17126",60.15,0.00134317603156954,"07","1","1"
"17127",60.3,0.0628064418120839,"07","1","1"
"17128",60.45,0.0980525133639751,"07","1","1"
"17129",60.6,0.015261548477399,"07","1","1"
"17130",60.75,0.00591832220115056,"07","1","1"
"17131",60.9,0.215842375698322,"07","1","1"
"17132",61.05,0.0663932092068329,"07","1","1"
"17133",61.2,0.0161189965760935,"07","1","1"
"17134",61.35,0.00948817188063292,"07","1","1"
"17135",61.5,0.129520780856099,"07","1","1"
"17136",61.65,0.0433603067185231,"07","1","1"
"17137",61.8,0.257919422991274,"07","1","1"
"17138",61.95,0.169802192413156,"07","1","1"
"17139",62.1,0.153994303033689,"07","1","1"
"17140",62.25,0.111891001088866,"07","1","1"
"17141",62.4,0.0451607175703826,"07","1","1"
"17142",62.55,0.0388038486480434,"07","1","1"
"17143",62.7,0.075053323844932,"07","1","1"
"17144",62.85,0.0770392589465531,"07","1","1"
"17145",63,0.0953941594064895,"07","1","1"
"17146",63.15,0.0262625663932045,"07","1","1"
"17147",63.3,0.0432532687495927,"07","1","1"
"17148",63.45,0.0716229350463864,"07","1","1"
"17149",63.6,0.0320976913844349,"07","1","1"
"17150",63.75,0.0778543283771321,"07","1","1"
"17151",63.9,0.0292663566537369,"07","1","1"
"17152",64.05,0.0752712364876009,"07","1","1"
"17153",64.2,0.0171861337291006,"07","1","1"
"17154",64.35,0.00270641142108677,"07","1","1"
"17155",64.5,0.00211599202282573,"07","1","1"
"17156",64.65,0.0798377905450622,"07","1","1"
"17157",64.8,0.0199873596147385,"07","1","1"
"17158",64.95,0.00496241178266025,"07","1","1"
"17159",65.1,0.000459367723810399,"07","1","1"
"17160",65.25,0.00175646217731524,"07","1","1"
"17161",65.4,0.0734458690070387,"07","1","1"
"17162",65.55,0.201068198199818,"07","1","1"
"17163",65.7,0.0539470383660573,"07","1","1"
"17164",65.85,0.0115052245870005,"07","1","1"
"17165",66,0.0018409916738024,"07","1","1"
"17166",66.15,0.000732537678628215,"07","1","1"
"17167",66.3,0.0379562593420535,"07","1","1"
"17168",66.45,0.0700544587056453,"07","1","1"
"17169",66.6,0.0175621610914493,"07","1","1"
"17170",66.75,0.00423921673034788,"07","1","1"
"17171",66.9,0.000216251036919213,"07","1","1"
"17172",67.05,0.00114108423843182,"07","1","1"
"17173",67.2,0.0793463973657122,"07","1","1"
"17174",67.35,0.227473947019748,"07","1","1"
"17175",67.5,0.0611689009368084,"07","1","1"
"17176",67.65,0.0126834486720438,"07","1","1"
"17177",67.8,0.00231477667663557,"07","1","1"
"17178",67.95,0.000473667507653692,"07","1","1"
"17179",68.1,0.000702925855506248,"07","1","1"
