"","second","amplitude","pair","player","session"
"424",78.45,0.0265093904196262,"01","1","1"
"425",78.6,0.00640213871408922,"01","1","1"
"426",78.75,0.110025978030858,"01","1","1"
"427",78.9,0.0379434959162602,"01","1","1"
"428",79.05,0.00635625321491807,"01","1","1"
"429",79.2,0.00249537537125421,"01","1","1"
"430",79.35,0.000624193030470633,"01","1","1"
"431",79.5,0.000147060152462496,"01","1","1"
"432",79.65,2.85380083431024e-05,"01","1","1"
"433",79.8,2.87006063763526e-05,"01","1","1"
"434",79.95,2.13063325148695e-05,"01","1","1"
"435",80.1,1.49087929894583e-06,"01","1","1"
"436",80.25,6.1793311031093e-05,"01","1","1"
"437",80.4,0.000272596203658182,"01","1","1"
"438",80.55,0.10030312828924,"01","1","1"
"439",80.7,0.0599984904141142,"01","1","1"
"440",80.85,0.0611279834446355,"01","1","1"
"441",81,0.0164857086378701,"01","1","1"
"442",81.15,0.000440442192330561,"01","1","1"
"443",81.3,0.00220224988751554,"01","1","1"
"444",81.45,0.000755876402034042,"01","1","1"
"445",81.6,0.000428035934225914,"01","1","1"
"446",81.75,6.87327530293427e-05,"01","1","1"
"447",81.9,1.07068128466942e-05,"01","1","1"
"448",82.05,1.67957132029806e-05,"01","1","1"
"449",82.2,0.229231329291927,"01","1","1"
"450",82.35,0.0668930191697134,"01","1","1"
"451",82.5,0.0192966420426869,"01","1","1"
"452",82.65,0.00278646243671646,"01","1","1"
"453",82.8,0.108081396453029,"01","1","1"
"454",82.95,0.0258040396789247,"01","1","1"
"455",83.1,0.00735771280399238,"01","1","1"
"456",83.25,0.00127860153064143,"01","1","1"
"457",83.4,0.000301300444172277,"01","1","1"
"458",83.55,6.45424843403828e-05,"01","1","1"
"459",83.7,5.90634391069078e-05,"01","1","1"
"460",83.85,4.58900543876828e-05,"01","1","1"
"461",84,3.83353368631854e-05,"01","1","1"
"462",84.15,3.41141967740929e-05,"01","1","1"
"463",84.3,3.17695520325939e-05,"01","1","1"
"464",84.45,3.07337049594257e-05,"01","1","1"
"465",84.6,3.04580207974537e-05,"01","1","1"
"466",84.75,3.09156934115751e-05,"01","1","1"
"467",84.9,3.17607430646016e-05,"01","1","1"
"468",85.05,3.31793686934208e-05,"01","1","1"
"469",85.2,3.48485888627711e-05,"01","1","1"
"470",85.35,3.70939135813956e-05,"01","1","1"
"471",85.5,3.95574109446251e-05,"01","1","1"
"472",85.65,4.26994775713222e-05,"01","1","1"
"473",85.8,4.61042345287689e-05,"01","1","1"
"474",85.95,5.03957338990578e-05,"01","1","1"
"475",86.1,5.50956343126959e-05,"01","1","1"
"476",86.25,6.10592535701724e-05,"01","1","1"
"477",86.4,6.77734958838896e-05,"01","1","1"
"478",86.55,7.64813961007735e-05,"01","1","1"
"479",86.7,8.67827860881762e-05,"01","1","1"
"480",86.85,0.000100805700997773,"01","1","1"
"481",87,0.000119276623435139,"01","1","1"
"482",87.15,0.000150123270798938,"01","1","1"
"483",87.3,0.000289671156684193,"01","1","1"
"484",87.45,0.226696201055868,"01","1","1"
"485",87.6,0.0695490061473535,"01","1","1"
"486",87.75,0.104183066377131,"01","1","1"
"487",87.9,0.0244854917665885,"01","1","1"
"488",88.05,0.00252697674899295,"01","1","1"
"489",88.2,0.0890222604330826,"01","1","1"
"490",88.35,0.0268630803856082,"01","1","1"
"491",88.5,0.114901481348037,"01","1","1"
"492",88.65,0.0284447208003219,"01","1","1"
"493",88.8,0.0056236662592921,"01","1","1"
"494",88.95,0.197321693064134,"01","1","1"
"495",89.1,0.0583432253968348,"01","1","1"
"496",89.25,0.305864240029398,"01","1","1"
"497",89.4,0.107977714425051,"01","1","1"
"498",89.55,0.0287566388794755,"01","1","1"
"499",89.7,0.05337094901124,"01","1","1"
"500",89.85,0.0111410444374406,"01","1","1"
"501",90,0.00240940820294248,"01","1","1"
"502",90.15,0.000415045670307666,"01","1","1"
"503",90.3,4.62770112698153e-05,"01","1","1"
"504",90.45,5.37451194658855e-05,"01","1","1"
"505",90.6,4.18665947353084e-05,"01","1","1"
"506",90.75,2.95296948824501e-05,"01","1","1"
"507",90.9,1.22465197549557e-05,"01","1","1"
"508",91.05,1.24625202611951e-05,"01","1","1"
"509",91.2,5.65544069931135e-05,"01","1","1"
"510",91.35,0.000150048269013715,"01","1","1"
"511",91.5,0.000445638647412595,"01","1","1"
"512",91.65,0.148461531885724,"01","1","1"
"513",91.8,0.0692687081064063,"01","1","1"
"514",91.95,0.0139100778884188,"01","1","1"
"515",92.1,0.020610383262873,"01","1","1"
"516",92.25,0.00987542295028255,"01","1","1"
"517",92.4,0.000484591077419456,"01","1","1"
"518",92.55,0.000768338513664927,"01","1","1"
"519",92.7,0.000385403644296257,"01","1","1"
"520",92.85,0.000117851977832594,"01","1","1"
"521",93,5.74384818135255e-05,"01","1","1"
"522",93.15,3.84375269613311e-05,"01","1","1"
"523",93.3,2.95307956313521e-05,"01","1","1"
"524",93.45,2.410282503696e-05,"01","1","1"
"525",93.6,2.12962921990759e-05,"01","1","1"
"526",93.75,1.93563265569214e-05,"01","1","1"
"527",93.9,1.87980201813409e-05,"01","1","1"
"528",94.05,1.84810215203589e-05,"01","1","1"
"529",94.2,1.91555847691149e-05,"01","1","1"
"530",94.35,1.98671881104151e-05,"01","1","1"
"531",94.5,2.1431888030861e-05,"01","1","1"
"532",94.65,2.29819467975304e-05,"01","1","1"
"533",94.8,2.53681399269089e-05,"01","1","1"
"534",94.95,2.77749132242508e-05,"01","1","1"
"535",95.1,3.1098459846783e-05,"01","1","1"
"536",95.25,3.45630447556712e-05,"01","1","1"
"537",95.4,3.91530957253481e-05,"01","1","1"
"538",95.55,4.41404967215199e-05,"01","1","1"
"539",95.7,5.06982327658018e-05,"01","1","1"
"540",95.85,5.82046165211163e-05,"01","1","1"
"541",96,6.82798576343464e-05,"01","1","1"
"542",96.15,8.06701752700644e-05,"01","1","1"
"543",96.3,9.83135061414236e-05,"01","1","1"
"544",96.45,0.000122753174750408,"01","1","1"
"545",96.6,0.000163222962258469,"01","1","1"
"546",96.75,0.000239961170348156,"01","1","1"
"547",96.9,0.000564086963603799,"01","1","1"
"548",97.05,0.0879547650207906,"01","1","1"
"549",97.2,0.0217794990691804,"01","1","1"
"550",97.35,0.130442362176863,"01","1","1"
"551",97.5,0.0353414325856807,"01","1","1"
"552",97.65,0.00605836750129828,"01","1","1"
"553",97.8,0.00218091745216433,"01","1","1"
"554",97.95,0.000285290502553171,"01","1","1"
"555",98.1,4.49878160232296e-05,"01","1","1"
"556",98.25,3.25059336828196e-06,"01","1","1"
"557",98.4,1.76754132097547e-06,"01","1","1"
"558",98.55,6.3317238814157e-06,"01","1","1"
"559",98.7,1.31105709123401e-05,"01","1","1"
"560",98.85,2.53740619591607e-05,"01","1","1"
"561",99,4.11392778065544e-05,"01","1","1"
"562",99.15,6.99735460399e-05,"01","1","1"
"563",99.3,0.000124281013414376,"01","1","1"
"564",99.45,0.000352178899342897,"01","1","1"
"565",99.6,0.148938485157523,"01","1","1"
"566",99.75,0.0389146043778944,"01","1","1"
"567",99.9,0.011126377506391,"01","1","1"
"568",100.05,0.0674240185379604,"01","1","1"
"569",100.2,0.0138679523802656,"01","1","1"
